0.0438170433,0.9906463342
0.0443708897,0.9906463342
0.0447850227,0.9906463342
0.0607278347,0.9900559004
0.0806009769,0.9894620197
0.100456953,0.9883480305
0.1212399006,0.9883480305
0.1408729553,0.9876069135
0.1603989601,0.9857881357
0.1804118156,0.9849653379
0.2004439831,0.9845311656
0.2205989361,0.9832562715
0.2404279709,0.9823135009
0.2604358196,0.9818363486
0.2804720402,0.9809037745
0.3004248142,0.9801559097
0.3208320141,0.9784863003
0.3410048485,0.9773838162
0.360932827,0.9767648659
0.3805530071,0.9755512343
0.4004058838,0.9735764578
0.4207558632,0.9725317198
0.4408459663,0.9702915735
0.4614138603,0.9690763082
0.4804389477,0.9678135464
0.5005059242,0.9660884993
0.5204808712,0.9632889091
0.5405080318,0.9617933671
0.5638990402,0.9587381842
0.5804688931,0.9587381842
0.6008028984,0.9554704062
0.6206579208,0.9554704062
0.6404778957,0.9501937216
0.6605899334,0.9477132058
0.6806180477,0.9451073788
0.7006039619,0.9437803374
0.7206499577,0.9397728555
0.7407028675,0.9370160393
0.7605128288,0.9341843422
0.7807438374,0.9326872376
0.8010559082,0.93050047
0.8206129074,0.9274956779
0.8412539959,0.922783618
0.8605690002,0.921201999
0.8804719448,0.9181132135
0.9004409313,0.9133604183
0.9203858376,0.9117172705
0.9406099319,0.9083737686
0.96134305,0.9033991001
0.9804170132,0.9009110809
1.0003898144,0.8984038769
1.0204060078,0.8923504015
1.0406639576,0.8905960725
1.0606818199,0.8853727084
1.0803949833,0.8853727084
1.1004788876,0.8792325743
1.1204278469,0.8756744134
1.1404209137,0.8720743246
1.1604859829,0.8684985118
1.1805529594,0.8647924146
1.2005348206,0.8611994306
1.2204618454,0.8566335747
1.2405078411,0.8528057288
1.2609639168,0.8509551493
1.280769825,0.8481167314
1.3004419804,0.8425526049
1.3204698563,0.839733607
1.3406689167,0.8359330438
1.3605370522,0.8330334352
1.3806068897,0.8264597659
1.4005169868,0.8245092292
1.4204139709,0.8216549639
1.440420866,0.817767793
1.4608898163,0.8119865238
1.4806029797,0.8090430624
1.5005819798,0.8050880588
1.5204408169,0.8002097787
1.5404908657,0.7972918143
1.5612030029,0.7932934013
1.580862999,0.7873991199
1.6005449295,0.7844492973
1.6205348969,0.7805388231
