0.2113448	1.387218	0.8774252
0.2116523	1.387235	0.8772206
0.2116523	1.387235	0.8772206
0.2116523	1.387235	0.8772206
0.2120233	1.387292	0.8769153
0.2121729	1.38739	0.8767632
0.213105	1.387526	0.8762215
0.2132414	1.387433	0.8761328
0.213674	1.387246	0.8757772
0.2145798	1.386753	0.875045
0.2147501	1.386685	0.8750095
0.2152863	1.386399	0.8746282
0.215485	1.386328	0.8744866
0.2158709	1.386161	0.8743515
0.2163039	1.385956	0.8742256
0.2171852	1.385341	0.8738969
0.2182294	1.384322	0.8736774
0.2190094	1.383624	0.8734297
0.2193494	1.383196	0.8733612
0.2206991	1.381745	0.8731342
0.2206991	1.381745	0.8731342
0.2218121	1.380585	0.8729251
0.2231868	1.379038	0.872599
0.2238688	1.378223	0.872512
0.2248907	1.37702	0.8723627
0.2256171	1.376102	0.8721808
0.2256171	1.376102	0.8721808
0.227877	1.373528	0.8716642
0.2289644	1.372159	0.8713388
0.230063	1.370974	0.8710443
0.2313677	1.3692	0.8706885
0.2313677	1.3692	0.8706885
0.2325488	1.367851	0.8702952
0.2347535	1.365155	0.8696197
0.2359299	1.363659	0.8692756
0.2365108	1.362971	0.8690793
0.2382421	1.360758	0.8686299
0.2394482	1.359206	0.8682034
0.2394482	1.359206	0.8682034
0.2412699	1.356935	0.8676491
0.2422085	1.355786	0.8674613
0.2441329	1.353425	0.8669105
0.2453484	1.351802	0.8665688
0.2463355	1.350582	0.8662164
0.2483142	1.348139	0.8656355
0.2495912	1.346442	0.8652763
0.2503435	1.34559	0.8650145
0.252681	1.342756	0.8643057
0.2533538	1.341902	0.8641082
0.2547676	1.34017	0.8636869
0.2560366	1.338435	0.8633206
0.2567352	1.337563	0.8630425
0.2588678	1.335127	0.8622519
0.2598837	1.333831	0.8618807
0.2613273	1.332008	0.861181
0.263512	1.329546	0.8601469
0.2649385	1.327786	0.8595898
0.2656814	1.327026	0.8592459
0.2677992	1.32452	0.8581948
0.2692167	1.322823	0.8575001
0.2706526	1.321137	0.85678
0.2720959	1.319609	0.8560798
0.2734376	1.317949	0.8553151
0.2748215	1.316418	0.8547168
0.2754947	1.315651	0.8543679
0.2765296	1.314507	0.8538364
0.2785641	1.31228	0.8527615
0.2798185	1.310932	0.8521424
0.2804337	1.310305	0.8517655
0.2824374	1.308288	0.8505975
0.2837398	1.306885	0.8499001
0.2847086	1.305974	0.8492413
0.2856288	1.305012	0.8487497
0.2877563	1.302781	0.8474661
0.2884175	1.302368	0.8470157
0.2896527	1.301087	0.8463777
0.2908652	1.300031	0.8456977
0.2923117	1.298745	0.8447675
0.2933878	1.297809	0.8440013
0.2939486	1.297277	0.8436574
0.2957299	1.295902	0.8425559
0.2967955	1.29499	0.8418605
0.2976768	1.294346	0.8413602
0.2993412	1.293123	0.8403849
0.3004827	1.292309	0.8397513
0.3016244	1.291532	0.8390656
0.3021123	1.291167	0.8387428
0.3029786	1.290543	0.8382531
0.3045911	1.289448	0.8371911
0.3055954	1.288816	0.8367089
0.3072801	1.287878	0.8357063
0.3082486	1.287315	0.8351533
0.3085475	1.287148	0.8350031
0.3092965	1.286732	0.8347263
0.3103488	1.286186	0.8342114
0.3118288	1.285531	0.833674
0.3125919	1.285234	0.8332851
0.3140808	1.284703	0.8328383
0.3150207	1.284299	0.8326198
0.3154669	1.284233	0.8324503
0.3164362	1.283999	0.832327
